id,Baggage_handling,Online_boarding,On-board_service,Flight_Distance,Customer_Type,Seat_comfort,Departure/Arrival_time_convenient,Checkin_service,Arrival_Delay_in_Minutes,Class,Gender,Age,Online_support,Inflight_entertainment,id,Food_and_drink,Type_of_Travel,Ease_of_Online_booking,Inflight_wifi_service,Leg_room_service,satisfaction,Gate_location,Cleanliness,Departure_Delay_in_Minutes,shapley_spaces_2,shapley_spaces_3,shapley_spaces_1,seat_confort_4,shapley_spaces_4,shapley_spaces_0,prediction,confidence
77090332-7cf6-4a99-a5c7-8e52a96cc672,5,5,5,62,"Loyal Customer",4,4,3,0.0,"Eco","Female",46,4,4,"ea309726-6345-4fe9-8001-c9a33075d8a8",4,"Personal Travel",5,5,5,1,4,5,0,,,,,,,1,0.92
770cc690-9d5b-451d-8868-f2dce09bb365,4,4,1,2193,"Loyal Customer",3,4,4,90.0,"Eco","Male",37,4,3,"6a5bbf0a-bdd9-42ee-af5f-5945a6dab7d0",3,"Personal Travel",4,4,1,0,3,3,100,,,,,,,0,1.0
770f7db4-b9be-4d4f-ab30-1a0c46f08e78,4,5,4,3441,"Loyal Customer",3,3,3,0.0,"Eco Plus","Female",37,5,5,"74628378-8624-4fad-a5da-089b9ecee900",3,"Personal Travel",4,4,4,1,3,4,0,,,,,,,1,1.0
77113e09-09b2-4c75-b8f7-8f1b503548b2,3,3,3,261,"Loyal Customer",3,5,2,85.0,"Business","Female",67,3,3,"90e416e4-cb61-4995-b402-baff25de3ce2",4,"Business travel",3,1,3,0,4,3,91,,,,,,,0,0.99
771c7d2d-1807-49a6-8447-f4c7d19dbdcf,4,2,4,2989,"Loyal Customer",4,2,1,0.0,"Business","Female",66,3,3,"f6209558-8310-4e2b-996e-31a16ac2a8d0",2,"Business travel",4,4,4,0,2,4,0,,,,,,,0,0.98
77211297-b119-4c42-b503-91e8240be6e3,4,4,4,662,"Loyal Customer",2,2,3,0.0,"Eco","Female",68,5,5,"96a15dcd-66ca-4475-a709-7a81d0c26cdd",4,"Personal Travel",4,3,4,1,2,4,8,,,,,,,1,0.99
772578e7-40c8-41bf-a74d-6b8aab865954,5,4,5,636,"Loyal Customer",1,1,5,0.0,"Business","Female",55,5,5,"b299b7f0-a081-4a1c-b919-acd580068eed",1,"Business travel",5,4,5,1,1,5,0,,,,,,,1,1.0
77290993-ed90-4758-b631-8499714418ba,4,3,4,203,"Loyal Customer",4,4,3,0.0,"Eco Plus","Female",54,5,5,"ada66b8a-23f9-429f-9bef-1bb7dbefd4a2",4,"Personal Travel",4,2,4,1,4,4,0,,,,,,,1,0.89
773097b2-4af7-4d83-9baa-61493e171f2f,5,3,5,3168,"Loyal Customer",4,4,5,1.0,"Business","Female",59,4,5,"0ca3f311-f488-43c6-bd02-c0a7bda41923",4,"Business travel",5,5,5,1,4,5,0,,,,,,,1,1.0
77372fac-12e4-4761-b58d-2836c7d1ceb3,4,4,2,1433,"Loyal Customer",2,2,4,100.0,"Business","Female",31,4,4,"a73c31e1-7ce7-4da5-b0f7-ee3d62213c51",4,"Business travel",4,4,3,1,2,5,90,,,,,,,1,0.99
773809d8-bad1-472f-8563-3901b65aa2d0,2,1,2,1488,"Loyal Customer",2,5,2,4.0,"Business","Male",43,3,2,"a0d8bf1f-d7b3-4881-a51a-31ab78ee69c3",5,"Business travel",2,1,2,0,5,2,34,,,,,,,0,1.0
77384308-f0be-4596-98e5-d56f3bee3fa8,1,5,1,1403,"Loyal Customer",0,0,4,0.0,"Eco","Female",51,5,4,"dd30fd96-71bc-47f5-8265-c4a6ec193ab2",0,"Personal Travel",1,4,1,1,1,1,0,,,,,,,1,1.0
773e2992-e79d-4362-8dec-88661bd9f725,2,4,4,1057,"Loyal Customer",2,2,4,33.0,"Eco","Female",20,4,4,"8395bddb-d4c8-4183-a283-876d3f32eff9",2,"Personal Travel",4,4,4,1,2,2,44,,,,,,,1,1.0
773fb1e8-7bbe-41ab-a28e-2c564c3369b0,5,3,5,444,"Loyal Customer",3,3,3,0.0,"Business","Female",46,4,4,"88d03e40-491d-4c9a-874e-a3e65ee577e0",3,"Business travel",5,3,5,1,3,5,0,,,,,,,1,1.0
7740a33f-7f3f-4100-8174-8245ebac1e8b,4,5,4,2071,"Loyal Customer",1,1,4,11.0,"Eco","Male",37,5,1,"a8088c54-5f69-4a86-83f9-5d5f7358e20b",1,"Personal Travel",5,5,1,0,3,4,20,,,,,,,0,1.0
7741495f-8e26-4d3e-8a63-1c99527391e7,4,3,5,2043,"Loyal Customer",2,5,5,25.0,"Eco","Male",38,3,2,"fa842ced-68d7-4f41-a968-eb1886ee6ea6",2,"Personal Travel",3,3,4,0,2,5,37,,,,,,,0,1.0
7744e6ee-ee16-4459-b1ed-7c0197f8458b,1,4,1,602,"Loyal Customer",1,4,2,11.0,"Eco","Female",49,3,4,"fc79f052-aad0-493f-86e9-31d6e3197a98",4,"Business travel",1,3,1,0,4,1,7,,,,,,,0,0.99
77486c1b-6dd3-4b19-a76c-84ec2cfc2e8c,5,2,5,1789,"Loyal Customer",2,4,3,0.0,"Eco","Male",45,2,3,"98f6ac87-d721-4412-bca8-5933768fd5a5",3,"Personal Travel",2,2,4,0,2,4,0,,,,,,,0,1.0
77487751-900a-4ce6-9527-011989820d61,4,4,4,457,"Loyal Customer",3,3,4,11.0,"Business","Male",58,5,4,"8ac797bb-679e-48c0-aec2-4ac49cca8357",3,"Business travel",4,3,4,1,3,4,17,,,,,,,1,1.0
774abb0e-40dd-494f-9fd2-2cd11bc1f62c,4,3,4,2486,"disloyal Customer",5,0,5,13.0,"Business","Male",24,3,5,"a4b8877f-ca97-4260-8fe1-afc991f8e751",5,"Business travel",3,3,2,1,2,5,6,,,,,,,1,1.0
774c43c9-b30b-4ecc-86fa-52af8ccd6eb2,2,3,2,3802,"Loyal Customer",2,3,4,21.0,"Business","Female",57,2,2,"7e5c8cc7-7ae2-44f4-b024-a91f40ec75d3",3,"Business travel",2,4,2,0,3,2,0,,,,,,,0,0.99
77520a1b-2623-4c2e-a12f-10de03275c9a,4,3,4,411,"Loyal Customer",4,3,3,0.0,"Eco","Female",69,2,2,"c510e1d9-ee86-49ae-8560-e5c5c1728898",3,"Personal Travel",4,5,4,1,3,4,0,,,,,,,1,0.9
77553b9a-3a63-4627-a5c0-0e5d7287aebb,5,3,5,2434,"Loyal Customer",2,5,5,90.0,"Eco","Male",45,2,2,"ca348d4f-abe9-4e04-b63b-b6178593344e",2,"Personal Travel",3,3,5,0,1,4,108,,,,,,,0,1.0
77568b43-5387-4a38-a07e-64539d1b427b,2,2,2,2457,"Loyal Customer",2,3,2,0.0,"Business","Male",39,4,4,"1fc6fd37-1b1f-42f8-996a-aa48e31a8a3a",3,"Business travel",2,4,2,0,3,2,0,,,,,,,0,0.97
77586f03-3cdf-4665-ac60-a00008f4e45f,4,3,4,715,"Loyal Customer",1,1,5,0.0,"Eco","Female",65,4,5,"ac7bb473-7372-4684-a0c6-a78a31527c12",1,"Personal Travel",4,2,4,1,1,4,0,,,,,,,1,1.0
775c085b-e0f6-404b-8b0e-26d7d64d9cb9,5,1,3,1761,"disloyal Customer",4,4,5,0.0,"Business","Female",35,1,4,"8cb34e39-4d3b-4cd5-b65d-df65c167ca5a",4,"Business travel",1,1,5,0,4,4,0,,,,,,,0,0.76
7763c72d-af28-44cf-b89a-86781633f023,1,3,1,408,"Loyal Customer",1,5,4,108.0,"Eco","Female",63,3,3,"c20d6003-1664-4b7a-b912-fb34be673eb1",5,"Business travel",1,3,1,0,5,1,101,,,,,,,0,0.99
7763d34d-f289-4e46-9312-5000d15b42f8,3,3,3,2018,"Loyal Customer",2,5,3,0.0,"Eco","Male",33,3,2,"2e716830-ebd2-4806-98a9-851af0fb64a1",2,"Personal Travel",3,3,5,0,3,2,0,,,,,,,0,1.0
7768dc46-3023-4445-b20c-746af4b9be07,4,5,4,418,"Loyal Customer",1,1,4,4.0,"Business","Female",58,5,4,"63cffe64-7d73-4c3f-ba6d-b465ac914b64",1,"Business travel",4,4,4,1,1,4,17,,,,,,,1,1.0
776ce583-445c-4706-beb3-bac00c2ed356,5,5,5,1993,"Loyal Customer",4,5,4,9.0,"Eco","Female",34,5,4,"102f5de8-f2af-43fa-a502-599d6043f8bf",4,"Personal Travel",5,5,2,0,4,4,0,,,,,,,0,0.9
7770ec2c-50d6-4d26-8c9b-c4b941da5839,3,4,3,3215,"Loyal Customer",3,2,2,0.0,"Business","Male",47,3,2,"9a504434-6724-4292-8719-702a1cb58bc3",2,"Business travel",3,2,3,0,2,3,6,,,,,,,0,0.97
7773bd5e-ced9-44f5-b3c5-67e8a355b731,3,3,4,2553,"Loyal Customer",4,4,4,0.0,"Eco","Female",11,3,4,"a4166efe-cfa8-4f7a-bee2-8677f43a7988",4,"Personal Travel",3,3,2,1,3,4,0,,,,,,,1,0.54
777639ed-b3e6-4d1a-96a6-783939be45bc,2,5,2,796,"Loyal Customer",2,2,3,83.0,"Business","Female",40,5,4,"b7ca2c6c-2d4e-45cd-bb52-f085879db35b",5,"Business travel",2,5,2,1,2,2,63,,,,,,,1,0.99
777eca68-4cd9-445f-9978-db54f080cc90,4,2,5,1515,"Loyal Customer",2,4,4,0.0,"Eco","Male",7,2,2,"9f216670-0cbb-41da-a53b-165b5ba39ec1",2,"Personal Travel",2,2,5,0,3,5,0,,,,,,,0,1.0
777ffe79-4927-49f3-8575-0eb74fb91011,5,3,5,2830,"Loyal Customer",5,4,2,0.0,"Business","Male",49,4,4,"c3614fe3-70b3-406a-a656-9d994d3095be",4,"Business travel",5,2,4,0,4,5,0,,,,,,,1,0.67
7780c749-518d-4c0d-9fbe-fee1eb095332,4,4,5,3100,"Loyal Customer",2,4,3,0.0,"Eco","Male",67,4,2,"176cff2c-3c01-486c-95d6-4211b07559b2",2,"Personal Travel",4,4,4,0,2,4,0,,,,,,,0,0.99
77810725-85f1-475b-9f5d-74ddb8dcbd7b,5,2,5,2539,"Loyal Customer",2,5,4,0.0,"Eco Plus","Male",45,2,2,"9d7b8d8b-3dc8-4101-be7f-aa999f2fe89a",5,"Business travel",2,2,5,1,5,3,0,,,,,,,0,0.89
77820e00-0442-496c-9959-ac82fa9c0115,2,5,4,1688,"Loyal Customer",5,1,3,0.0,"Eco","Male",40,5,0,"805dc361-b856-4359-bfde-3bea10d9bcdd",0,"Personal Travel",5,5,1,1,3,2,10,,,,,,,1,0.96
7787940c-577c-4a31-b329-29f00f290de3,5,1,5,1873,"Loyal Customer",3,3,2,0.0,"Eco","Female",39,3,1,"eee431a0-0b62-4413-8640-5522e3d73ebd",3,"Personal Travel",5,1,5,1,3,5,0,,,,,,,1,0.99
778b42b5-df0f-40d4-853e-48391677d133,4,3,3,1983,"disloyal Customer",3,4,4,23.0,"Business","Male",30,3,4,"2480337a-f2ed-4fe3-9ec8-7c240e91adcf",4,"Business travel",3,3,5,0,4,3,7,,,,,,,0,0.96
778be171-a56f-4b45-8c89-53751df737c7,3,4,3,1886,"disloyal Customer",2,3,1,0.0,"Eco","Male",23,4,3,"1c42c5dc-1adb-4a16-ad52-3c926a0ae312",3,"Business travel",4,4,3,0,3,3,0,,,,,,,0,1.0
778e4340-5afc-40bd-ba64-adcb471e2b6a,4,2,4,1587,"Loyal Customer",5,4,3,0.0,"Eco","Female",21,2,5,"fec440ef-72d1-4cba-a88d-d409d51f4a63",5,"Personal Travel",2,2,4,1,2,5,0,,,,,,,1,1.0
77941e5d-39a5-40b7-acca-b28a4de1ae4b,5,5,5,1487,"Loyal Customer",5,3,2,0.0,"Eco","Female",27,5,4,"808c1899-eab7-43c5-b137-dbe7eaef1fa4",3,"Personal Travel",5,5,5,1,3,5,0,,,,,,,1,1.0
77976c90-02b7-48d6-ac31-b437d3297c36,2,4,3,498,"Loyal Customer",0,0,3,44.0,"Eco","Female",55,5,4,"e95b4f2e-22fc-443a-9b1a-13289ca6bf82",0,"Personal Travel",3,2,2,1,3,3,1,,,,,,,1,1.0
7799de01-2009-4f46-b853-ad6a9d3a5dfb,3,5,4,2005,"Loyal Customer",2,3,4,0.0,"Eco","Male",43,3,2,"46f6d3cd-c99b-44dd-8e5e-77f1ab1b49fa",2,"Personal Travel",5,5,3,0,4,3,0,,,,,,,0,1.0
77a0ee77-ce3d-4456-9d4d-6aa1e32a2739,5,3,5,2268,"disloyal Customer",5,4,3,3.0,"Business","Female",21,3,5,"213f848e-e801-41bb-b26a-3f0d60ac5ef2",5,"Business travel",3,3,4,1,2,5,10,,,,,,,1,1.0
77a38c4a-ab5a-4170-9796-d60735e07cdf,4,3,4,2365,"Loyal Customer",4,5,5,33.0,"Eco","Female",9,3,4,"eb2f02a8-2ab1-4641-884f-8f3ce5b22be2",4,"Personal Travel",3,3,2,0,4,4,37,,,,,,,0,0.97
77abd34c-a964-428b-b4e3-d1411245789c,5,4,4,4467,"Loyal Customer",3,3,5,0.0,"Business","Male",30,4,4,"3a4cb287-f5f0-43af-8d20-a996f0c2f47f",3,"Business travel",4,4,2,1,3,5,0,,,,,,,1,1.0
77bd1943-f9b4-473c-ba8d-75806199e6af,4,4,4,1561,"Loyal Customer",1,1,5,0.0,"Business","Male",46,5,4,"cc680bdf-4b35-4540-9463-f0b26dc7a9a1",1,"Business travel",4,3,4,1,1,4,0,,,,,,,1,1.0
77c0ae9a-ea0e-4658-9570-648831c3f80d,5,4,5,2691,"Loyal Customer",5,5,4,0.0,"Business","Female",39,4,4,"68ca4df7-3be9-421f-b2d7-c1d1472fbb6b",5,"Business travel",5,5,5,1,5,5,0,,,,,,,1,1.0
77c0ec26-4d26-46da-8358-4c51e9d95325,2,3,2,2250,"Loyal Customer",3,3,4,2.0,"Business","Female",52,5,5,"b76f48c0-61f7-4a2e-b43d-eefe0673e23a",3,"Business travel",2,3,2,1,3,2,5,,,,,,,1,1.0
77cc6f18-bcb0-4f8f-932b-ec8b9687d782,2,4,2,897,"Loyal Customer",3,4,4,16.0,"Eco","Female",69,4,3,"e2040ead-e839-429e-a3de-da1ffc49a7d9",2,"Business travel",2,3,3,0,4,2,6,,,,,,,0,0.99
77ccefb2-955c-466b-88d1-9e9baba9e69b,5,5,4,2003,"disloyal Customer",1,1,4,10.0,"Business","Male",37,5,1,"4cea120b-a15d-489b-86fd-bbf4c03d0c9a",1,"Business travel",5,5,4,0,1,4,0,,,,,,,0,1.0
77d100bf-199b-45c5-9581-888f3a1ab1a6,5,3,5,3674,"Loyal Customer",5,5,4,0.0,"Business","Female",59,4,5,"d338322a-d6a8-402b-a4eb-53625dd596a9",5,"Business travel",5,4,5,1,5,5,0,,,,,,,1,1.0
77d40180-2ce7-451f-b07c-fc10324abbb9,4,5,4,1650,"Loyal Customer",4,4,5,20.0,"Business","Female",45,5,5,"a4d8a214-6edb-4580-8ede-9ca9eba5853f",4,"Business travel",4,2,4,1,4,4,0,,,,,,,1,1.0
77d5e103-3905-4dfa-8e25-7da46136b77c,5,2,5,526,"Loyal Customer",5,1,3,0.0,"Eco","Female",46,3,4,"1f879307-97e5-4a73-bb04-0a137bf23fa6",1,"Business travel",5,5,5,1,1,5,0,,,,,,,1,1.0
77d60f06-31de-49f5-a4ac-f5a678177620,4,5,2,2767,"Loyal Customer",3,3,5,184.0,"Business","Female",47,5,5,"79604d34-8d07-4349-bd5f-e39bc8c4c9dc",3,"Business travel",4,5,4,1,3,5,167,,,,,,,1,0.99
77dc9770-e78a-4ed7-9876-adbf52acfca8,4,5,5,1805,"Loyal Customer",2,2,3,0.0,"Business","Female",25,5,5,"25cac862-5252-49b8-b300-9736f3bd1a83",2,"Business travel",5,5,3,1,2,4,0,,,,,,,1,1.0
77dd96ca-726b-4b04-9e7d-33609e79f6be,5,5,5,253,"Loyal Customer",4,4,5,1.0,"Business","Female",42,4,4,"3ee99d23-fde5-4bb1-9b20-6d360a81760a",4,"Personal Travel",5,3,5,1,4,5,5,,,,,,,1,0.99
77de158d-e9a2-4673-9f09-87f469b4099a,5,3,4,1755,"disloyal Customer",3,3,5,0.0,"Business","Male",35,3,3,"a30a15bd-2644-40cb-ad73-e46a1e188cc2",3,"Business travel",3,3,4,0,2,5,0,,,,,,,0,1.0
77e717ad-070c-4c9e-8d1d-ef4a2eba0f00,4,5,4,232,"Loyal Customer",3,3,3,79.0,"Business","Female",74,5,4,"7a6ef37d-e667-4fba-afd7-2bb391cd5a00",3,"Business travel",4,5,4,1,3,4,18,,,,,,,1,0.99
77ebb395-acb0-4add-b1e5-c67c8d8a2915,5,4,1,2216,"Loyal Customer",4,2,1,0.0,"Eco Plus","Male",17,5,4,"d8034c3b-ab6f-4469-82cb-37600fadfe5c",2,"Business travel",4,4,5,1,2,1,0,,,,,,,1,0.97
77ee7f5e-9426-4fd8-a5cc-4f9136535149,4,1,4,3578,"Loyal Customer",2,4,1,134.0,"Eco","Female",44,1,4,"14c68946-6cbe-42d4-a4b2-bb1a67a254ba",2,"Personal Travel",4,2,3,0,4,4,132,,,,,,,0,0.99
77efaa73-255c-4892-b708-e3a636cb84a5,4,2,3,3197,"disloyal Customer",3,3,5,27.0,"Business","Male",43,2,3,"93ef65fe-6a84-442c-a6f6-c5103fe4cba4",3,"Business travel",2,2,4,0,4,5,36,,,,,,,0,0.93
77f083af-6917-4062-ade4-f19de5bf26e2,4,2,4,4113,"Loyal Customer",2,2,4,0.0,"Business","Male",28,2,2,"175e12ca-416a-4f34-9ddd-09985a66e538",1,"Business travel",2,2,5,0,1,3,0,,,,,,,0,0.95
77f111d9-7cb4-4598-90a7-5f1a49339255,1,5,3,1155,"Loyal Customer",0,0,4,57.0,"Eco","Female",67,2,5,"f548df8f-6521-48bd-b7ed-f0b461239298",0,"Personal Travel",3,4,1,1,2,3,49,,,,,,,1,1.0
77f8f7f9-e711-46e1-9b11-dd5c0e61ce80,3,1,4,1996,"disloyal Customer",4,3,1,28.0,"Eco Plus","Female",21,1,4,"50cdee20-786e-4900-8c3b-f1cec7c62c78",4,"Business travel",1,1,5,0,4,4,35,,,,,,,0,0.89
77fb065b-e632-447e-a42e-8aa9176b949b,5,2,5,1609,"Loyal Customer",3,5,4,103.0,"Eco","Male",22,2,0,"9b0f6f3a-f7c8-45fc-9a04-ed6580892231",0,"Personal Travel",2,2,3,0,2,2,113,,,,,,,0,1.0
77fb6a8d-c453-4a1d-a2ea-fef11ceb86be,4,5,2,2575,"disloyal Customer",2,2,4,0.0,"Eco","Male",35,5,2,"d441a97d-268d-4999-a376-60fbd88daf4b",2,"Business travel",5,5,5,0,4,3,0,,,,,,,0,1.0
7804aff8-913f-41d2-a6d4-308eb49292ca,4,2,2,2619,"disloyal Customer",2,3,2,0.0,"Eco","Male",21,2,2,"467f79f0-d519-4c79-b88e-6d82dae81b3b",3,"Business travel",2,2,4,0,3,5,1,,,,,,,0,0.99
78066f43-7b2b-487c-b44d-e5161c00bf81,4,1,4,248,"Loyal Customer",2,2,5,60.0,"Business","Male",42,5,4,"5c097a2c-d604-4203-9a20-dc9aaa11e2d6",2,"Business travel",4,3,5,1,2,4,61,,,,,,,1,1.0
7808012e-5415-42dc-b923-d16d82df8466,2,4,3,2092,"Loyal Customer",3,3,4,126.0,"Eco","Female",26,4,4,"6b486d80-296b-4379-b5d3-ebabb933b311",3,"Personal Travel",2,4,4,1,3,3,125,,,,,,,1,0.83
780a74ce-0dba-41cc-9d9a-1fd1322dbc57,2,5,2,1883,"disloyal Customer",4,0,1,0.0,"Eco","Male",39,3,5,"be82ac0c-3f25-4fa7-8698-808812acf8c4",5,"Business travel",5,5,2,1,1,3,0,,,,,,,1,0.78
780ad0c8-bf78-4daf-83f8-ce4dc21364b5,5,5,5,1463,"disloyal Customer",3,3,5,0.0,"Business","Male",36,2,3,"a6bdc071-fa6e-40fd-bd22-bdd74eade8ae",3,"Business travel",5,5,2,0,2,4,0,,,,,,,0,1.0
780eaa1d-f093-426b-980f-2dc3347e5d38,2,3,4,1859,"Loyal Customer",2,4,1,20.0,"Eco","Male",39,1,2,"362c4e44-fda6-471f-8546-b43d32d513e9",2,"Personal Travel",3,3,4,0,2,5,26,,,,,,,0,1.0
780f1914-177b-439b-8e65-4971a393b8ce,3,3,1,3336,"Loyal Customer",3,2,1,0.0,"Eco","Male",52,3,3,"cb065356-f01d-4b12-bf27-37c662da56b3",1,"Business travel",3,3,1,0,2,4,0,,,,,,,0,0.97
78160928-4905-4d92-976d-51c1284808b9,5,3,5,2185,"Loyal Customer",5,5,3,0.0,"Business","Male",59,4,4,"6b712f91-75d0-4b00-8035-42187914c724",5,"Business travel",5,3,5,1,5,5,0,,,,,,,1,1.0
7819e5b9-4586-49e0-9db0-a4852c118cf3,5,4,5,4717,"Loyal Customer",0,5,1,0.0,"Business","Male",30,2,4,"732587ea-d9f8-49dc-b9d7-9d6810440628",0,"Business travel",4,4,3,1,1,3,0,,,,,,,1,1.0
7820058a-4704-439f-9e85-5ddfae934fa6,4,1,5,1934,"Loyal Customer",3,5,5,32.0,"Eco","Male",58,1,3,"d229d2c4-b261-40d4-9e1f-91e63befe2b4",3,"Personal Travel",1,1,4,0,4,4,31,,,,,,,0,1.0
78205184-cbe3-4ab2-9454-1eb76a16f62e,5,5,4,59,"Loyal Customer",5,3,4,25.0,"Business","Male",34,3,2,"611560ec-484c-4eeb-bf58-1dba35d299fd",5,"Business travel",4,4,4,1,5,4,22,,,,,,,1,1.0
78223880-a2e4-4b64-9df9-b78eb4a50b07,3,4,3,1156,"Loyal Customer",4,2,1,1.0,"Eco Plus","Male",32,4,4,"93386021-196b-483b-bad9-d279dc66fc44",2,"Business travel",4,4,2,1,2,4,0,,,,,,,1,0.63
7822b4af-8467-430f-aaaf-8bf71d30f381,4,3,4,674,"Loyal Customer",2,2,5,0.0,"Business","Female",56,4,5,"e0f818f5-8bee-498c-83d0-25cff70b550c",2,"Business travel",4,4,4,1,2,4,0,,,,,,,1,1.0
7828c8ca-981c-4ba6-861c-08535cfb835b,5,4,4,1426,"disloyal Customer",5,5,4,79.0,"Business","Female",39,4,5,"46dbf686-e29d-4be4-80d3-35475328c1c1",5,"Business travel",4,4,4,1,1,1,88,,,,,,,1,1.0
782b26c1-c1fe-41aa-aa3c-c1f6fae7c6c5,4,3,1,2095,"disloyal Customer",1,1,3,13.0,"Eco","Male",43,4,1,"80edca82-965e-409a-87e4-d18fdef595d6",1,"Business travel",3,3,1,0,4,5,0,,,,,,,0,1.0
782c17cd-9a98-49ab-8fe9-7266dbcd2a74,5,3,5,420,"Loyal Customer",1,1,5,0.0,"Business","Female",44,4,4,"279b03e4-5606-4a8d-a3fe-cfb625b9bfbb",1,"Business travel",5,5,5,1,1,5,0,,,,,,,1,0.99
782f0095-028e-4ae8-8e06-6be5e7af8b02,5,4,5,2697,"Loyal Customer",1,4,3,0.0,"Eco","Male",62,4,1,"a9a39066-f53c-4642-aaad-561b0a237e8b",1,"Personal Travel",4,4,2,0,4,4,0,,,,,,,0,1.0
7844e836-7af2-43dc-87c3-c837d5ce44f8,5,3,5,623,"Loyal Customer",4,4,4,3.0,"Eco Plus","Female",62,5,1,"739836a3-b7c0-4f7f-bfcf-b1e2ea0e310f",4,"Personal Travel",5,5,5,1,4,5,0,,,,,,,1,0.99
7848959a-0adc-45f4-92a3-d2dce08a599f,5,4,5,1628,"Loyal Customer",4,4,5,0.0,"Business","Female",58,5,3,"1a2a3bb2-70c4-4325-b8dc-abbf85fca238",4,"Business travel",5,2,5,1,4,5,0,,,,,,,1,1.0
7849b123-610f-4976-a7b7-19a857743e1b,3,3,3,651,"Loyal Customer",3,3,3,9.0,"Business","Female",58,5,4,"87f6fcfc-7fe7-4b51-a2e0-6f3ac8170e75",3,"Personal Travel",3,5,4,1,3,3,0,,,,,,,1,0.97
78505564-a7eb-4ab7-a1e7-33c05553f14e,5,5,5,353,"Loyal Customer",0,0,4,0.0,"Business","Female",60,4,4,"3db08ecd-1a72-4a99-b5d0-1c9c77e44321",0,"Business travel",5,2,5,1,3,5,0,,,,,,,1,1.0
78518c52-5cfb-4464-b2e0-a82397335e07,4,5,4,3153,"Loyal Customer",3,3,4,3.0,"Business","Male",45,4,4,"ee943baf-fd2e-4508-89e2-bd05d7100128",3,"Business travel",4,4,4,1,3,4,0,,,,,,,1,1.0
7851ccd2-6ab5-444e-916a-64e2139c9a35,4,3,3,1338,"Loyal Customer",4,4,3,0.0,"Business","Male",25,3,3,"9c7b52c2-11e7-4cd9-a407-a5cd76d742a8",4,"Business travel",3,3,5,1,4,5,0,,,,,,,1,0.96
78574f25-6d9f-4d2b-84ff-ab0be05aaacc,1,4,4,4471,"Loyal Customer",4,4,1,0.0,"Business","Female",31,4,4,"fbd1b441-3a80-452c-b4ee-0902f46d885a",2,"Business travel",4,4,2,1,4,4,10,,,,,,,1,0.88
785fc7a1-0791-4143-a864-a28ca890efa3,4,4,5,2306,"Loyal Customer",2,4,4,178.0,"Eco","Male",39,4,4,"88217195-c6a7-4ead-8e52-e17f2de3acc2",2,"Personal Travel",5,2,5,0,4,3,174,,,,,,,0,1.0
785fdce1-6432-4c51-ad51-9c5288505edd,4,3,2,2102,"Loyal Customer",3,5,2,17.0,"Eco","Female",41,3,3,"167bd813-9053-4408-b5ad-13e64f366eff",5,"Business travel",3,3,3,0,5,4,0,,,,,,,0,0.95
786b730d-1ed0-4704-856e-34a7b9e18688,2,3,2,625,"Loyal Customer",4,4,4,0.0,"Business","Female",57,5,5,"68e1da68-c0fe-4c75-a5a2-a5d29eb259e2",4,"Personal Travel",2,5,4,0,2,2,0,,,,,,,0,0.84
786d8a8f-d2ff-4d53-8f5c-ba9694d16de7,5,2,3,716,"Loyal Customer",1,0,1,0.0,"Eco","Female",55,2,1,"044d5f51-0cf5-4df7-9757-3f79f0430cc1",0,"Business travel",3,4,1,0,1,3,6,,,,,,,0,0.85
78758ab0-94df-43a9-bf34-732dd6c6a63b,5,1,3,2367,"disloyal Customer",5,5,5,0.0,"Business","Female",30,1,5,"a3442249-1d22-4cfc-9710-e8634f6f373d",5,"Business travel",1,1,4,1,1,4,2,,,,,,,1,1.0
78776caa-4940-4056-b289-7b721da4ae6f,5,3,5,573,"Loyal Customer",4,4,5,1.0,"Business","Female",47,5,2,"0cc7cd7c-7845-4ce6-a14c-af2076069ee4",4,"Personal Travel",5,4,5,1,4,5,0,,,,,,,1,0.99
787829bc-9191-41d4-9c28-35833c10e086,2,5,3,1660,"Loyal Customer",5,3,2,0.0,"Eco","Male",44,5,5,"b7dacd58-28ca-4cc5-9045-0c0d0561eee8",4,"Business travel",5,5,2,1,3,1,0,,,,,,,1,1.0
787f1d85-238f-4128-8056-dc711ea549b8,4,5,5,2686,"Loyal Customer",3,3,5,21.0,"Business","Female",32,5,5,"40015bed-c484-435a-b318-f32737d0e688",2,"Business travel",5,5,3,1,3,4,12,,,,,,,1,1.0
78849e84-3daa-486a-8280-217a3bf56e7b,5,1,4,2339,"Loyal Customer",1,5,3,0.0,"Eco","Male",41,1,2,"6446a1c5-f0b4-4d22-b438-e5f9ef86e2ee",2,"Personal Travel",1,1,2,0,4,5,0,,,,,,,0,1.0
78862efe-164e-4a0d-b503-63bf8b3a0bcc,3,4,4,1446,"disloyal Customer",3,3,3,29.0,"Eco","Male",29,4,3,"f000b154-8a93-44a2-ad78-f710cdcc7ae8",3,"Business travel",4,4,4,0,3,3,22,,,,,,,0,1.0
788bf9d6-27cc-4032-911c-2fb125756841,5,4,5,2030,"Loyal Customer",2,2,3,0.0,"Eco","Female",21,4,5,"e8b18b4e-06a9-4c89-8732-1e60470e3fdc",3,"Personal Travel",5,4,5,1,2,5,0,,,,,,,1,1.0
